Tract Code,State,County,Latitude,Longitude,Total Cash Rent,Total Cash Rent MG,Less than $100,Less than $100 MG,$100 to $149,$100 to $149 MG,$150 to $199,$150 to $199 MG,$200 to $249,$200 to $249 MG,$250 to $299,$250 to $299 MG,$300 to $349,$300 to $349 MG,$350 to $399,$350 to $399 MG,$400 to $449,$400 to $449 MG,$450 to $499,$450 to $499 MG,$500 to $549,$500 to $549 MG,$550 to $599,$550 to $599 MG,$600 to $649,$600 to $649 MG,$650 to $699,$650 to $699 MG,$700 to $749,$700 to $749 MG,$750 to $799,$750 to $799 MG,$800 to $899,$800 to $899 MG,$900 to $999,$900 to $999 MG,"$1,000 to $1,249","$1,000 to $1,249 MG","$1,250 to $1,499","$1,250 to $1,499 MG","$1,500 to $1,999","$1,500 to $1,999 MG","$2,000 to $2,499","$2,000 to $2,499 MG","$2,500 to $2,999","$2,500 to $2,999 MG","$3,000 to $3,499","$3,000 to $3,499 MG","$3,500 or more","$3,500 or more MG",No Cash Rent,No Cash Rent MG
12201,New York,Broome County,42.153177,-75.87567,99,61,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,10,18,30,34,0,13,49,48,0,13,0,13,0,13,0,13,0,13,0,13,4,8
12202,New York,Broome County,42.201584,-75.808035,335,118,0,13,0,13,0,13,0,13,8,16,8,12,13,21,46,46,17,29,15,24,55,79,0,13,0,13,24,39,0,13,47,44,9,14,69,62,24,33,0,13,0,13,0,13,0,13,0,13,43,55
12300,New York,Broome County,40.830732,-73.889622,157,103,0,13,0,13,0,13,17,26,0,13,0,13,0,13,8,13,69,85,19,31,20,24,9,13,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,75,107
12400,New York,Broome County,42.076837,-75.460722,95,41,0,13,0,13,4,6,4,6,0,13,9,13,0,13,0,13,4,7,11,11,0,13,6,8,4,7,1,5,16,15,19,25,0,13,17,19,0,13,0,13,0,13,0,13,0,13,0,13,8,11
12501,New York,Broome County,42.053922,-75.65892,114,96,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,3,45,64,26,42,0,13,8,14,0,13,0,13,6,10,28,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13
12502,New York,Broome County,42.093407,-75.70531,174,82,0,13,0,13,28,45,0,13,3,6,0,13,0,13,0,13,11,13,49,72,0,13,37,27,11,13,17,17,0,13,10,15,1,5,7,11,0,13,0,13,0,13,0,13,0,13,0,13,15,22
12600,New York,Broome County,42.090055,-75.811765,582,195,0,19,0,19,0,19,0,19,0,19,0,19,67,100,0,19,58,90,0,19,47,39,65,77,43,67,64,56,41,66,30,35,53,48,82,94,32,39,0,19,0,19,0,19,0,19,0,19,0,19
12701,New York,Broome County,40.825793,-73.891692,500,206,0,13,0,13,0,13,0,13,0,13,0,13,0,13,81,118,0,13,20,33,18,29,0,13,29,49,58,88,0,13,39,52,0,13,0,13,65,108,107,129,0,13,0,13,83,124,0,13,18,30
12702,New York,Broome County,42.061056,-75.908302,150,77,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,23,27,40,0,13,0,13,0,13,33,35,72,57,3,4,0,13,0,13,0,13,0,13,19,22
12800,New York,Broome County,42.76736,-73.701156,471,119,0,19,0,19,0,19,0,19,0,19,3,5,22,26,0,19,18,24,20,16,33,24,34,24,23,13,31,21,36,21,176,87,11,13,61,37,0,19,0,19,3,5,0,19,0,19,0,19,39,43
12900,New York,Broome County,42.780646,-73.707898,353,95,0,13,0,13,0,13,0,13,0,13,0,13,3,4,5,7,0,13,0,13,38,55,0,13,0,13,0,13,9,11,0,13,0,13,0,13,21,17,23,29,65,44,24,26,119,67,46,25,5,8
13000,New York,Broome County,42.776081,-73.718712,268,100,0,13,0,13,0,13,0,13,0,13,10,15,0,13,9,14,0,13,0,13,11,17,11,17,69,80,62,60,0,13,0,13,38,47,43,50,15,28,0,13,0,13,0,13,0,13,0,13,8,13
13100,New York,Broome County,42.742574,-73.69285,596,167,22,26,0,13,0,13,0,13,0,13,12,18,12,18,11,19,6,9,67,93,25,25,22,25,152,94,63,42,22,24,101,63,19,23,50,51,0,13,0,13,12,18,0,13,0,13,0,13,11,17
13201,New York,Broome County,42.113071,-76.028996,140,80,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,16,0,13,16,23,0,13,17,26,13,21,0,13,35,52,0,13,5,10,30,40,15,18,0,13,0,13,0,13,0,13,30,35
13202,New York,Broome County,42.121985,-76.031333,419,104,0,13,0,13,0,13,0,13,68,36,11,19,21,24,0,13,0,13,0,13,0,13,44,40,30,32,0,13,41,33,112,75,61,68,20,24,11,18,0,13,0,13,0,13,0,13,0,13,0,13
13301,New York,Broome County,42.101813,-76.082527,782,189,0,13,17,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,16,0,13,43,52,153,68,52,53,204,144,210,134,81,75,14,22,0,13,0,13,0,13,0,13,0,13,8,15
13303,New York,Broome County,42.131643,-76.076872,151,77,0,13,0,13,0,13,16,24,0,13,0,13,20,22,13,20,0,13,0,13,12,20,0,13,0,13,0,13,0,13,22,26,0,13,28,30,40,60,0,13,0,13,0,13,0,13,0,13,0,13
13304,New York,Broome County,42.131035,-76.04165,402,202,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,21,35,0,19,0,19,68,94,0,19,80,83,0,19,47,74,45,47,133,142,0,19,8,14,0,19,0,19,0,19,0,19,84,103
13400,New York,Broome County,42.712299,-73.708741,1150,255,0,13,0,13,0,13,13,21,0,13,0,13,0,13,40,64,87,69,93,76,104,85,99,76,128,102,101,91,0,13,262,231,83,69,80,64,48,49,0,13,12,17,0,13,0,13,0,13,61,53
13500,New York,Broome County,40.827055,-73.90189,614,142,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,22,46,49,42,28,54,34,101,60,122,103,39,30,90,60,80,76,23,19,0,13,3,5,0,13,0,13,0,13,0,13,28,24
13600,New York,Broome County,42.099175,-76.064216,1073,163,23,35,0,13,0,13,0,13,0,13,0,13,8,13,0,13,29,35,235,106,72,75,80,57,146,94,133,79,58,50,175,116,71,56,43,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13
13700,New York,Broome County,42.09499,-76.057643,916,197,0,13,0,13,0,13,13,23,9,14,31,47,11,18,0,13,19,23,10,16,66,48,123,79,99,132,79,58,169,113,127,63,51,64,56,50,0,13,44,57,0,13,9,14,0,13,0,13,9,15
13800,New York,Broome County,40.821999,-73.808706,376,122,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,0,13,6,13,10,17,14,20,54,41,71,59,68,65,14,24,49,50,77,78,0,13,0,13,1,12,0,13,0,13,0,13,22,25
13900,New York,Broome County,42.113966,-75.96167,646,212,18,28,0,13,0,13,0,13,0,13,0,13,47,68,0,13,30,36,24,22,22,23,7,11,6,9,28,38,77,63,251,204,71,73,65,51,0,13,0,13,0,13,0,13,0,13,0,13,17,18
14000,New York,Broome County,42.109867,-75.956226,906,259,0,13,0,13,0,13,0,13,0,13,23,24,0,13,35,37,31,36,9,13,12,20,170,229,171,129,71,60,72,55,155,150,79,74,36,41,20,28,22,28,0,13,0,13,0,13,0,13,16,25
14100,New York,Broome County,42.6485,-73.839763,433,127,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,41,0,13,0,13,81,86,0,13,88,67,33,50,15,20,34,27,37,43,69,76,10,16,40,40,0,13,0,13,0,13,0,13,0,13
14200,New York,Broome County,42.135387,-75.967217,881,169,0,13,0,13,6,10,11,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,15,0,13,12,22,36,36,48,32,146,94,278,135,211,71,58,52,24,19,41,35,0,13,0,13,0,13
14301,New York,Broome County,42.559211,-73.784739,788,237,0,19,0,19,0,19,23,34,0,19,0,19,0,19,0,19,0,19,78,107,0,19,0,19,0,19,15,26,0,19,0,19,235,122,402,224,22,43,0,19,0,19,0,19,0,19,13,21,0,19
14302,New York,Broome County,42.086039,-75.962603,616,204,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,103,103,182,111,237,179,0,19,94,50,0,19,0,19,0,19,0,19,7,11
14400,New York,Broome County,40.820987,-73.823397,219,117,0,19,0,19,0,19,0,19,0,19,0,19,0,19,45,65,0,19,0,19,0,19,0,19,0,19,15,24,0,19,65,79,55,70,0,19,21,35,0,19,18,29,0,19,0,19,0,19,21,33
14500,New York,Broome County,40.831514,-73.906642,198,85,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,23,0,13,0,13,8,12,0,13,0,13,0,13,48,58,17,20,20,20,0,13,0,13,0,13,20,23,68,50,11,18
14600,New York,Broome County,42.040724,-76.022187,156,107,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,18,29,0,19,0,19,0,19,25,38,0,19,0,19,0,19,0,19,0,19,9,15,87,84,17,33,0,19,0,19,0,19,90,94
820101,Massachusetts,Hampshire County,42.263318,-72.271454,248,113,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,15,24,0,19,12,20,0,19,16,25,25,41,73,84,38,40,51,61,18,28,0,19,0,19,0,19,0,19,13,20
820102,Massachusetts,Hampshire County,42.260665,-72.239868,902,179,24,30,0,14,41,41,38,32,0,14,38,38,34,20,34,31,21,26,103,148,10,14,62,50,40,44,62,80,41,40,134,78,67,55,107,80,46,39,0,14,0,14,0,14,0,14,0,14,8,12
820205,Massachusetts,Hampshire County,42.283536,-72.395531,321,111,0,19,0,19,0,19,31,45,0,19,0,19,0,19,0,19,0,19,0,19,24,35,0,19,0,19,0,19,0,19,19,27,11,12,107,69,42,41,81,90,3,5,0,19,3,5,0,19,20,21
820206,Massachusetts,Hampshire County,42.252669,-72.417727,127,69,0,14,0,14,0,14,0,14,0,14,28,32,17,20,0,14,0,14,0,14,0,14,0,14,15,23,0,14,0,14,0,14,0,14,45,54,22,26,0,14,0,14,0,14,0,14,0,14,22,25
820207,Massachusetts,Hampshire County,42.296664,-72.430248,655,209,63,82,29,44,0,19,19,30,0,19,0,19,0,19,0,19,0,19,16,28,0,19,0,19,0,19,0,19,49,74,28,40,127,162,88,90,192,141,44,49,0,19,0,19,0,19,0,19,0,19
820300,Massachusetts,Hampshire County,42.406861,-72.521819,1554,267,0,19,16,27,0,19,57,61,18,30,0,19,11,17,0,19,0,19,22,40,0,19,0,19,0,19,38,43,22,32,0,19,0,19,390,184,288,135,371,163,84,118,165,128,34,42,38,57,12,19
820400,Massachusetts,Hampshire County,42.388316,-72.526009,16,8,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,6,9,0,21,6,9,4,7,0,21,18,20
820500,Massachusetts,Hampshire County,42.375986,-72.51899,1930,421,19,30,0,19,0,19,17,28,19,24,140,143,59,54,0,19,52,74,0,19,0,19,0,19,0,19,16,25,352,322,67,96,54,61,232,200,241,135,303,198,182,125,86,106,30,50,61,94,21,33
820600,Massachusetts,Hampshire County,42.371292,-72.516504,19,13,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,10,0,14,1,4,0,14,11,12,0,14,0,14,0,14,0,14,0,14
820700,Massachusetts,Hampshire County,42.362891,-72.485923,630,194,0,14,14,16,0,14,0,14,0,14,0,14,0,14,0,14,9,15,0,14,0,14,0,14,0,14,0,14,42,60,0,14,59,94,78,57,161,118,60,44,163,120,37,42,0,14,7,12,16,18
820801,Massachusetts,Hampshire County,42.337658,-72.519454,619,154,0,14,0,14,0,14,0,14,0,14,39,62,0,14,0,14,0,14,0,14,10,22,0,14,0,14,0,14,0,14,0,14,0,14,55,59,89,80,236,137,94,77,47,38,0,14,49,31,54,49
820802,Massachusetts,Hampshire County,42.324935,-72.531216,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
820900,Massachusetts,Hampshire County,42.257571,-72.515714,55,51,0,19,0,19,0,19,0,19,0,19,0,19,12,21,18,28,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,25,36,0,19,0,19,0,19,0,19,83,102
821000,Massachusetts,Hampshire County,42.235126,-72.566124,187,79,0,14,0,14,0,14,0,14,0,14,7,13,8,13,0,14,20,32,0,14,0,14,0,14,9,14,0,14,0,14,0,14,0,14,55,47,9,14,46,38,33,43,0,14,0,14,0,14,0,14
821101,Massachusetts,Hampshire County,42.223866,-72.590728,960,188,0,19,0,19,0,19,0,19,0,19,18,29,12,19,14,23,0,19,15,24,66,80,78,85,8,13,8,17,15,24,55,53,127,106,186,100,225,122,118,86,15,24,0,19,0,19,0,19,98,99
821200,Massachusetts,Hampshire County,42.255419,-72.571731,12,12,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,4,6,8,11,0,14,0,14,0,14,0,14,8,8
821300,Massachusetts,Hampshire County,42.255788,-72.588616,359,115,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,12,0,14,31,47,0,14,0,14,0,14,10,16,0,14,8,12,138,80,65,56,37,26,9,15,17,20,0,14,36,44,49,57
821400,Massachusetts,Hampshire County,42.360717,-72.569989,573,187,0,19,0,19,0,19,0,19,0,19,0,19,0,19,17,29,0,19,39,45,0,19,22,33,18,29,0,19,0,19,9,13,43,72,97,104,7,12,154,101,143,96,24,29,0,19,0,19,17,30
821500,Massachusetts,Hampshire County,42.383466,-72.615998,340,135,0,14,0,14,0,14,0,14,0,14,0,14,12,18,19,21,0,14,8,14,12,11,0,14,0,14,0,14,12,20,84,120,10,16,50,39,0,14,20,21,51,47,29,46,33,39,0,14,28,42
821601,Massachusetts,Hampshire County,42.342947,-72.645088,783,139,17,26,0,14,0,14,0,14,43,42,10,14,66,84,0,14,0,14,0,14,10,15,0,14,11,17,0,14,0,14,18,20,62,54,140,85,109,86,119,71,141,84,37,23,0,14,0,14,0,14
821602,Massachusetts,Hampshire County,42.332952,-72.664261,686,191,10,16,0,14,0,14,24,28,46,47,77,66,52,38,7,11,47,52,0,14,7,11,25,38,0,14,0,14,0,14,16,18,88,53,171,149,42,38,64,40,0,14,0,14,10,17,0,14,67,54
821700,Massachusetts,Hampshire County,42.34552,-72.692011,357,118,0,14,0,14,0,14,0,14,21,26,0,14,0,14,0,14,0,14,5,9,0,14,0,14,9,15,44,55,0,14,0,14,44,36,79,45,30,28,50,53,61,63,14,17,0,14,0,14,0,14
821901,Massachusetts,Hampshire County,42.324099,-72.641086,500,123,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,6,10,0,14,0,14,0,14,11,17,20,19,27,26,8,13,147,67,81,45,155,96,45,43,0,14,0,14,0,14,2,4
821903,Massachusetts,Hampshire County,42.31403,-72.63475,1578,220,0,14,0,14,0,14,25,40,102,75,136,149,45,69,8,13,18,21,32,52,5,10,13,22,5,8,0,14,10,18,0,14,123,85,339,159,233,133,265,137,208,153,0,14,11,19,0,14,0,14
821904,Massachusetts,Hampshire County,42.32432,-72.627815,902,131,0,14,0,14,0,14,14,22,0,14,0,14,12,19,0,14,0,14,0,14,0,14,0,14,0,14,14,21,21,30,42,38,51,46,209,87,102,68,304,115,121,74,12,18,0,14,0,14,0,14
822000,Massachusetts,Hampshire County,42.319616,-72.640103,83,42,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,7,15,27,17,21,5,7,20,22,8,12,9,8,4,6,0,14,4,7
822200,Massachusetts,Hampshire County,42.309355,-72.677267,303,142,0,19,0,19,28,47,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,43,49,2,4,86,79,113,96,14,20,0,19,17,28,0,19,0,19,28,32
822300,Massachusetts,Hampshire County,42.267378,-72.654267,1109,212,43,63,12,19,31,36,0,19,0,19,43,32,51,43,0,19,11,19,0,19,17,26,0,19,15,24,0,19,48,40,84,63,170,103,213,98,217,153,148,93,6,12,0,19,0,19,0,19,0,19
822401,Massachusetts,Hampshire County,42.248806,-72.684888,280,178,0,19,0,19,0,19,15,26,0,19,0,19,54,78,0,19,0,19,0,19,25,40,0,19,0,19,0,19,0,19,0,19,86,100,0,19,0,19,60,78,0,19,0,19,0,19,40,57,30,34
822402,Massachusetts,Hampshire County,42.269668,-72.673895,1619,360,0,14,0,14,0,14,13,23,0,14,0,14,55,81,97,119,0,14,21,32,0,14,21,32,29,32,23,39,0,14,168,106,369,209,377,172,298,234,127,64,21,32,0,14,0,14,0,14,141,111
822500,Massachusetts,Hampshire County,42.226112,-72.719449,257,148,0,19,0,19,0,19,20,34,18,31,0,19,0,19,14,23,15,23,0,19,0,19,0,19,75,112,0,19,17,28,17,28,0,19,11,18,0,19,0,19,70,89,0,19,0,19,0,19,0,19
822601,Massachusetts,Hampshire County,42.263148,-72.862783,92,41,0,14,0,14,0,14,7,11,0,14,0,14,0,14,0,14,7,10,0,14,0,14,0,14,0,14,0,14,12,14,20,24,0,14,24,21,22,24,0,14,0,14,0,14,0,14,0,14,26,33
822603,Massachusetts,Hampshire County,42.308613,-72.770843,32,22,0,14,0,14,0,14,0,14,2,4,0,14,0,14,0,14,0,14,0,14,2,3,0,14,0,14,0,14,0,14,3,5,0,14,18,19,0,14,3,4,4,5,0,14,0,14,0,14,15,20
822607,Massachusetts,Hampshire County,42.399842,-72.768333,259,63,0,14,0,14,0,14,14,16,0,14,0,14,0,14,0,14,0,14,17,19,15,22,0,14,0,14,5,6,9,12,15,22,55,38,71,40,14,11,29,22,15,13,0,14,0,14,0,14,29,20
822700,Massachusetts,Hampshire County,42.434433,-72.935357,112,43,0,14,0,14,0,14,0,14,2,3,2,3,5,5,6,6,0,14,0,14,17,14,4,6,0,14,15,13,9,7,3,4,22,32,18,11,2,3,7,9,0,14,0,14,0,14,0,14,13,10
300100,Massachusetts,Middlesex County,42.676706,-71.817306,51,36,0,14,0,14,0,14,0,14,0,14,0,14,0,14,4,7,0,14,0,14,18,29,9,17,0,14,0,14,0,14,0,14,4,6,5,8,0,14,11,11,0,14,0,14,0,14,0,14,22,16
301101,Massachusetts,Middlesex County,42.675966,-71.703404,367,103,0,14,11,19,19,30,0,14,29,34,12,21,11,18,0,14,0,14,45,45,0,14,0,14,37,55,0,14,0,14,16,24,59,48,45,46,40,31,43,40,0,14,0,14,0,14,0,14,18,29
301102,Massachusetts,Middlesex County,42.645583,-71.704947,154,66,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,12,75,53,63,43,0,14,9,15,0,14,0,14,0,14,12,20
310101,Massachusetts,Middlesex County,42.643325,-71.30958,1279,179,0,14,5,12,0,14,62,66,0,14,60,42,0,14,82,74,14,24,0,14,12,21,0,14,39,61,44,69,40,64,50,71,41,47,78,68,172,126,304,126,145,93,62,57,69,79,0,14,0,14
310102,Massachusetts,Middlesex County,42.647384,-71.310943,1188,163,0,14,0,14,34,46,21,32,77,64,63,42,65,67,0,14,33,50,13,24,0,14,0,14,39,34,0,14,0,14,44,59,9,17,140,80,311,147,220,145,119,77,0,14,0,14,0,14,0,14
310200,Massachusetts,Middlesex County,42.654358,-71.298327,926,233,0,19,0,19,0,19,0,19,0,19,0,19,29,48,0,19,0,19,0,19,31,53,0,19,11,19,0,19,0,19,22,35,19,31,212,120,185,137,244,163,127,111,46,73,0,19,0,19,53,72
310300,Massachusetts,Middlesex County,42.659211,-71.308654,1230,184,0,19,0,19,0,19,0,19,85,89,0,19,0,19,0,19,0,19,11,17,0,19,0,19,0,19,54,64,40,42,0,19,63,73,141,91,203,134,430,162,165,127,38,53,0,19,0,19,10,19
310400,Massachusetts,Middlesex County,42.654342,-71.309337,702,190,0,14,0,14,0,14,0,14,10,18,0,14,11,17,0,14,0,14,28,41,0,14,0,14,0,14,29,45,6,10,89,94,51,53,129,121,107,63,112,59,87,69,30,48,13,21,0,14,23,35
310500,Massachusetts,Middlesex County,42.655759,-71.327899,924,262,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,134,213,24,28,0,14,0,14,0,14,89,60,91,72,113,144,230,103,140,79,91,77,0,14,12,19,0,14
310601,Massachusetts,Middlesex County,42.648813,-71.365865,637,232,0,19,0,19,0,19,0,19,42,66,20,33,0,19,9,14,50,57,0,19,75,60,0,19,0,19,0,19,0,19,0,19,25,39,111,97,114,96,167,197,0,19,24,36,0,19,0,19,8,15
310602,Massachusetts,Middlesex County,42.650711,-71.340173,1169,377,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,205,322,13,20,0,19,24,41,30,39,84,73,420,176,192,153,201,131,0,19,0,19,16,27
310700,Massachusetts,Middlesex County,42.645219,-71.32861,1159,171,0,14,0,14,0,14,0,14,47,48,27,23,1,8,8,13,25,29,62,50,0,14,15,23,89,86,0,14,0,14,21,33,108,94,59,50,133,82,439,158,103,71,0,14,0,14,22,42,11,15
311100,Massachusetts,Middlesex County,42.643177,-71.320389,788,175,6,9,0,14,11,19,24,19,10,15,0,14,11,17,12,20,0,14,0,14,0,14,0,14,11,18,48,49,9,14,16,23,10,13,61,31,137,86,327,150,75,42,0,14,0,14,20,30,10,17
311200,Massachusetts,Middlesex County,42.637397,-71.324637,1086,320,0,14,0,14,0,14,0,14,0,14,0,14,0,14,31,39,0,14,14,22,0,14,0,14,0,14,100,160,144,185,118,72,29,32,199,210,152,88,248,219,51,34,0,14,0,14,0,14,0,14
311300,Massachusetts,Middlesex County,42.63726,-71.334612,786,198,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,17,28,54,50,25,41,158,107,174,103,262,131,96,77,0,14,0,14,0,14,12,19
311400,Massachusetts,Middlesex County,42.632683,-71.353015,1730,394,0,19,46,54,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,20,31,0,19,193,122,135,80,1157,398,156,94,23,36,0,19,0,19,48,53
311500,Massachusetts,Middlesex County,42.631146,-71.334759,446,133,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,11,0,14,32,48,0,14,0,14,0,14,0,14,0,14,127,83,117,97,149,91,14,24,0,14,0,14,0,14,21,30
311600,Massachusetts,Middlesex County,42.622804,-71.329952,763,211,0,19,0,19,0,19,0,19,0,19,33,53,0,19,0,19,0,19,0,19,0,19,24,30,0,19,28,38,0,19,0,19,0,19,112,100,107,76,236,123,155,120,68,63,0,19,0,19,38,38
311700,Massachusetts,Middlesex County,42.630811,-71.326054,660,119,0,14,31,47,0,14,0,14,0,14,0,14,0,14,0,14,7,13,0,14,11,16,19,22,0,14,45,42,24,39,25,28,0,14,81,56,200,108,154,76,63,58,0,14,0,14,0,14,0,14
311800,Massachusetts,Middlesex County,42.634126,-71.320274,626,175,0,14,0,14,0,14,38,51,0,14,0,14,17,28,0,14,0,14,0,14,0,14,0,14,25,38,0,14,80,107,30,48,0,14,213,160,84,63,131,75,8,13,0,14,0,14,0,14,0,14
311900,Massachusetts,Middlesex County,42.638412,-71.308353,1061,201,30,48,0,14,0,14,0,14,13,21,21,34,12,20,34,40,19,21,63,56,0,14,23,25,0,14,99,99,44,45,120,73,50,50,174,152,74,61,192,82,93,53,0,14,0,14,0,14,18,21
312000,Massachusetts,Middlesex County,42.634731,-71.306591,540,103,0,14,0,14,0,14,0,14,14,21,0,14,0,14,3,6,6,10,0,14,0,14,0,14,0,14,25,40,0,14,17,23,46,50,111,63,160,107,116,64,31,18,11,16,0,14,0,14,1,12
312100,Massachusetts,Middlesex County,42.629924,-71.302673,876,163,0,14,0,14,0,14,25,36,43,49,0,14,14,22,69,63,42,50,0,14,12,24,0,14,0,14,6,17,5,10,36,61,0,14,41,35,178,101,199,106,145,108,54,72,0,14,7,15,12,25
312200,Massachusetts,Middlesex County,42.621451,-71.306439,553,203,0,14,0,14,0,14,0,14,9,18,0,14,0,14,8,17,0,14,0,14,0,14,9,14,0,14,47,55,0,14,27,41,0,14,9,16,271,187,151,87,22,29,0,14,0,14,0,14,9,14
312300,Massachusetts,Middlesex County,42.623858,-71.28859,739,200,0,19,0,19,0,19,15,24,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,36,56,0,19,17,26,17,28,39,49,266,202,302,133,0,19,47,74,0,19,0,19,0,19
312400,Massachusetts,Middlesex County,42.640993,-71.300447,826,121,0,14,0,14,0,14,40,39,79,61,21,25,7,10,53,51,27,28,29,23,0,14,10,13,21,24,5,8,0,14,7,10,68,81,110,67,144,87,135,72,70,56,0,14,0,14,0,14,16,24
312501,Massachusetts,Middlesex County,42.644909,-71.28588,484,160,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,10,16,73,90,150,106,62,42,178,85,0,14,0,14,11,17,0,14,11,17
312502,Massachusetts,Middlesex County,42.637403,-71.286439,477,123,0,14,0,14,0,14,0,14,0,14,0,14,13,22,50,61,0,14,10,18,0,14,0,14,0,14,0,14,0,14,19,22,0,14,106,106,119,109,135,66,0,14,25,35,0,14,0,14,7,12
313101,Massachusetts,Middlesex County,42.655259,-71.442387,312,121,0,19,0,19,0,19,0,19,0,19,0,19,0,19,17,27,0,19,0,19,0,19,0,19,14,24,0,19,0,19,0,19,0,19,17,29,135,136,52,55,22,36,55,92,0,19,0,19,9,16
313102,Massachusetts,Middlesex County,42.681463,-71.39515,229,109,0,19,0,19,0,19,0,19,0,19,0,19,0,19,9,15,0,19,0,19,0,19,12,21,0,19,0,19,0,19,0,19,0,19,0,19,12,21,115,69,81,102,0,19,0,19,0,19,15,25
314101,Massachusetts,Middlesex County,42.681441,-71.361608,480,162,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,21,27,66,94,0,19,110,65,227,116,56,39,0,19,0,19,0,19,40,33
314102,Massachusetts,Middlesex County,42.67701,-71.342301,670,161,0,19,0,19,0,19,0,19,38,59,16,25,16,26,0,19,0,19,0,19,0,19,0,19,0,19,13,22,0,19,0,19,27,45,27,44,95,81,299,138,139,90,0,19,0,19,0,19,35,40
314200,Massachusetts,Middlesex County,42.673405,-71.32064,505,177,0,19,0,19,0,19,21,34,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,122,125,17,30,79,69,51,53,93,95,122,118,0,19,0,19,0,19,21,33
314301,Massachusetts,Middlesex County,42.66992,-71.285463,649,258,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,20,33,86,76,262,154,281,204,0,19,0,19,0,19,0,19,16,27
314302,Massachusetts,Middlesex County,42.70205,-71.260861,50,48,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,12,45,50,0,14,0,14,0,14,0,14,0,14
315100,Massachusetts,Middlesex County,42.628787,-71.262709,32,39,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,32,39,0,19,0,19,0,19,37,54
